(0, {'lat': 14.542877680425796, 'lon': 121.01054191589357})
(154, 155, {u'route_id': 9, u'road_path': [178154454, 33441780, 33441824, 571372294], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(155, 156, {u'route_id': 9, u'road_path': [207011738, 207011682, 207011664, 21717764, 25583953, 178154454], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(156, 157, {u'route_id': 9, u'road_path': [207011719, 33441984, 207011664, 178152522, 207011738], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(157, 158, {u'route_id': 9, u'road_path': [255487957, 178138703, 12072858, 178147288, 255487954, 207011719], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(158, 159, {u'route_id': 9, u'road_path': [21717885, 178139719, 178138703, 255487957], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(159, 160, {u'route_id': 9, u'road_path': [2139625456, 269469652, 21675195, 145193352, 145193360, 371020100, 371020103, 21675200, 2139625449, 371019898, 243464340, 21717885], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(160, 161, {u'route_id': 9, u'road_path': [269469652, 21675195, 145193352, 145193360, 371020100, 371020103, 21675200, 318962945, 2139625456], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(161, 162, {u'route_id': 9, u'road_path': [32546358, 321626437, 313458280, 918040132, 246043207, 1234308865, 313456858, 313873154, 313493538, 1595681066, 313455451, 21674120, 204306594, 371020316, 2139625531, 371020103, 21675200, 318962945, 2139625456, 269469652], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(162, 163, {u'route_id': 9, u'road_path': [32546358], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(163, 164, {u'route_id': 9, u'road_path': [321626437, 321626433, 2495349082, 248035802, 32546373, 1641623409, 244894241, 244894264, 1217093369, 32546358], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(164, 194, {u'route_id': 5, u'road_path': [321626437, 321626433, 2495349089, 313458169, 321628385], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(165, 180, {u'route_id': 3, u'road_path': [139070681, 79667316, 79667315, 25584094], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(165, 166, {u'route_id': 7, u'road_path': [3544237674, 3544237672, 79665100, 25584093, 25584090, 25584088, 79667316, 79667315, 25584094], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(166, 167, {u'route_id': 7, u'road_path': [204267343, 204266975, 204269340, 204269345, 3544237674], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(167, 168, {u'route_id': 7, u'road_path': [25584095, 333545355, 3544237672, 79665100, 25584093, 25584090, 204269345, 3544237674, 204267343], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(168, 169, {u'route_id': 7, u'road_path': [25583825, 204265295, 25584095], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(169, 170, {u'route_id': 3, u'road_path': [25583825, 683048080], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(169, 199, {u'route_id': 7, u'road_path': [25584075, 21674223, 21674238, 25583963, 25583960, 683048080, 25583825], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(170, 171, {u'route_id': 3, u'road_path': [683048080, 1819694442, 254034912, 269469745, 3720709420, 21674238], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(171, 172, {u'route_id': 3, u'road_path': [21674238, 25583963, 269469745, 3720709420], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(172, 173, {u'route_id': 3, u'road_path': [3720709420, 21674238, 32546720], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(173, 174, {u'route_id': 3, u'road_path': [32546720, 371020316, 2139625531, 2139625511], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(174, 175, {u'route_id': 3, u'road_path': [2139625511, 3720709420, 21674238, 32546720, 371020316, 204306599], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(175, 176, {u'route_id': 3, u'road_path': [204306599, 1891387491, 204307868, 204307867, 204307866, 204307863], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(176, 177, {u'route_id': 3, u'road_path': [204307863, 204437235, 246041237, 204437234, 25583895, 1217093369, 244894264, 1641623417], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(177, 178, {u'route_id': 3, u'road_path': [1641623417, 244894264, 1217093369, 32546358, 321626437, 321626433, 2495349082, 248035802], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(178, 179, {u'route_id': 3, u'road_path': [248035802, 32546373, 1641623409, 244894241, 244894264, 1217093369, 32546358, 321626437, 321626433, 2495349082], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(179, 194, {u'route_id': 3, u'road_path': [2495349082, 248035802, 32546373, 1641623409, 244894241, 244894264, 1217093369, 32546358, 321626437, 321626433, 2495349089, 313458169, 321628385], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(180, 195, {u'route_id': 7, u'road_path': [139070681, 139070893, 139071168], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(180, 181, {u'route_id': 9, u'road_path': [139070681, 79667316, 25584088, 25584090, 204269345, 204269340], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(181, 182, {u'route_id': 9, u'road_path': [204269340, 2159446310, 204266972], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(182, 183, {u'route_id': 9, u'road_path': [204266972, 79664467, 204270159, 204270163], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(183, 184, {u'route_id': 9, u'road_path': [204270163, 25584083, 370226264, 370226263, 25583927, 253188281, 25584075, 21674223], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(184, 185, {u'route_id': 9, u'road_path': [21674223, 21674238, 25583963, 25583960, 683048080], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(184, 199, {u'route_id': 3, u'road_path': [25584075, 21674223], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(185, 186, {u'route_id': 9, u'road_path': [683048080, 1819694442, 254034912, 269469745, 3720709420, 21674238], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(186, 187, {u'route_id': 9, u'road_path': [21674238], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(187, 188, {u'route_id': 9, u'road_path': [21674238, 32546720, 32546672], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(188, 189, {u'route_id': 9, u'road_path': [32546672, 3060414058], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(189, 190, {u'route_id': 9, u'road_path': [3060414058, 254035434, 2259601177], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(190, 191, {u'route_id': 9, u'road_path': [2259601177, 254035434, 25583852, 452359495, 25583969, 254036870, 254036899, 254036901], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(191, 192, {u'route_id': 9, u'road_path': [254036901, 254036923, 25583827, 244894286, 248036575, 248036127], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(192, 193, {u'route_id': 9, u'road_path': [248036127, 248036125, 248035832, 248035910, 248035801, 1688083127], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(193, 194, {u'route_id': 9, u'road_path': [1688083127, 248035801, 248035802, 32546373, 1641623409, 244894241, 244894264, 1217093369, 32546358, 321626437, 321626433, 2495349089, 313458169, 321628385], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(193, 199, {u'route_id': 6, u'road_path': [25584075, 21674223, 21674238, 32546720, 32546672, 3060414058, 254035433, 25583969, 254036695, 248037614, 248036574, 248036575, 248036127, 248036125, 248035832, 248035910, 248035801, 1688083127], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(195, 196, {u'route_id': 9, u'road_path': [139071168, 139070865, 139070656, 25584085], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(196, 197, {u'route_id': 9, u'road_path': [25584085, 2159444673, 25583871, 25584079], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(197, 198, {u'route_id': 9, u'road_path': [25584079, 370224228, 370226266, 370226263, 25583927], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(198, 199, {u'route_id': 9, u'road_path': [25583927, 253188281, 25584075], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
